asegurado_id;asegurado_nombre;asegurado_apellido;asegurado_telefono;asegurado_mail
978;Cristina;Figueroa;3877730767;
979;Estanislao;Robuffo;1151103239;e.robuffo@hotmail.com
980;Hermenegildo;Oviedo;2604232653;h.oviedo@yahoo.com
981;Adrian;Angelino;3872251256;a.angelino@outlook.com
982;Manuel;Sanguineti;3872281761;m.sanguineti@hotmail.com
983;Amancio;Trimarco;3416123172;amancio.o@outlook.com
984;Antonia;Morales;3886792943;antonia.s@gmail.com
985;alvaro;Ruiz;1188395225;
986;Rosario;Baistrocchi;3414326202;rosario.i@yahoo.com
987;Maria del Rocio;Igp Ingenieria;3889488853;
988;Ines;Castellanos;3516966836;
989;Arturo;Navarro;3811209334;arturo.navarro@yahoo.com
990;Salustiano;Robledo;3881333145;salustiano.robledo@gmail.com
991;Adalberto;Cabrera;3874868348;adalberto.a@yahoo.com
992;Teresa;Guzman;3411490736;teresa.n@hotmail.com
993;Hector;Laborero;2605629260;hector.laborero@outlook.com
994;Artemio;Faucher;2609014285;a.faucher@hotmail.com
995;Hugo;Figueroa;;hugo.figueroa@gmail.com
996;Carlos;Arguello;2609926541;carlos.o@broker.com
997;Yolanda;Baena;3516872105;
998;Eladio;Vicco;3877023430;eladio.o@gmail.com
999;Florentino;Ricciardi;2608133470;florentino.i@broker.com
1000;Nestor;Bulla;3881656732;nestor.bulla@hotmail.com
1001;Tomas;Nicolodi;3811404532;tomas.i@hotmail.com
1002;Consuelo;Navarro;3818792813;consuelo.o@broker.com
1003;Angustias;Zapata;3813300132;angustias.a@hotmail.com
1004;Inigo;Chabra;3412688102;
1005;Mariano;Marengo;3411200461;m.marengo@broker.com
1006;Cristobal;Sosa;3875724851;c.sosa@broker.com
1007;Samuel;Cabrera;3883809063;
1008;Lorena;Herrera;3882463280;lorena.herrera@yahoo.com
1009;Bernabe;Bauque;2607758979;bernabe.bauque@broker.com
1010;Damian;Velez;3417716895;d.velez@outlook.com
1011;Sara;Navarro;3511899132;
1012;Aurelio;Defays;3515374229;aurelio.s@hotmail.com
1013;Demetrio;Gornitz;2607166824;demetrio.z@gmail.com
1014;Gabriel;Baistrocchi;3818570382;gabriel.baistrocchi@hotmail.com
1015;Julio;Poloni;1158948245;julio.i@outlook.com
1016;Victor;Tavian;3886970700;victor.n@gmail.com
1017;Elvira;Moretti;;e.moretti@outlook.com
1018;Elvira;Dalessandro;3416330665;
1019;Secundino;Abraham;;s.abraham@hotmail.com
1020;Maria Jesus;Armando;;maria jesus.armando@outlook.com
1021;Dolores;Naranjo;2609440890;dolores.naranjo@yahoo.com
1022;Anacleto;Garcia;3514718518;a.garcia@gmail.com
1023;Nicolas;Setti;3873972651;nicolas.i@hotmail.com
1024;Clemente;Cesar;2601623775;clemente.cesar@broker.com
1025;Raimundo;Chayle;3817143312;
1026;Juan;Guevara;3415342572;j.guevara@gmail.com
1027;Anacleto;Toloza;3514524207;anacleto.toloza@gmail.com
1028;Maria de la Concepcion;Ciarcellutti;1150507210;m.ciarcellutti@yahoo.com
1029;Angustias;Jaime;3514077709;angustias.e@broker.com
1030;Rodrigo;Aizenberg;3886378122;
1031;Vespasiano;Ahumada;;vespasiano.ahumada@gmail.com
1032;Evaristo;Jimenez;2606690259;e.jimenez@hotmail.com
1033;Maria Rosa;Mur;;maria rosa.r@gmail.com
1034;Bonifacio;Sanchez;2608935847;bonifacio.z@yahoo.com
1035;Salustiano;Cabrera;;salustiano.a@gmail.com
1036;Rosa;Vialidad;1147682662;r.vialidad@gmail.com
1037;Filomeno;Castro;3884793619;filomeno.o@gmail.com
1038;Maria Paz;Perez;1195879171;maria paz.perez@gmail.com
1039;Hipolito;Mosquera;1130425822;hipolito.mosquera@gmail.com
1040;Aurelia;Mosse;2606526390;aurelia.mosse@hotmail.com
1041;Rodrigo;Ardu;3815699794;rodrigo.ardu@yahoo.com
1042;Froilan;Comba;2606079980;froilan.comba@yahoo.com
1043;Julian;Vargas;3813753681;julian.s@gmail.com
1044;Victoria;Andrea;3819766178;
1045;Margarita;Barrera;3812952978;margarita.a@gmail.com
1046;Sandra;Arroyo;3816790026;sandra.o@outlook.com
1047;Felisa;Garzon;;felisa.n@yahoo.com
1048;Apolonio;Lavaselli;3818746884;a.lavaselli@outlook.com
1049;Florencio;Celiz;2605499883;florencio.z@broker.com
1050;Adriana;Rojo;3888633291;adriana.o@outlook.com
1051;Maria Isabel;Lasagno;;m.lasagno@hotmail.com
1052;Nestor;De Miguel;3413556290;n.de miguel@broker.com
1053;Felisa;Urbaez;1156824321;felisa.z@broker.com
1054;Julio;Toledo;3515904777;julio.toledo@outlook.com
1055;Ernesto;Palacios;3518468118;
1056;Lidia;Tuninetti;3881195036;lidia.i@yahoo.com
1057;Edelmiro;Semprini;2603728639;edelmiro.i@broker.com
1058;Fernando;Chacho;3874495725;fernando.o@hotmail.com
1059;Maria del Valle;Vega;3875911771;maria del valle.a@yahoo.com
1060;Teresa;Tosolini;;teresa.tosolini@outlook.com
1061;Hector;Bustamante;3419604529;hector.bustamante@yahoo.com
1062;Manuel;Britos;2603051774;manuel.britos@outlook.com
1063;Casimiro;Mangupli;2602631806;casimiro.mangupli@outlook.com
1064;Urbano;Blazquez;3819970756;u.blazquez@yahoo.com
1065;Susana;Ortega;1173002066;s.ortega@broker.com
1066;Irene;Petroni;3411904294;i.petroni@broker.com
1067;Higinio;Medina;3885015958;
1068;Damian;Campos;3815104963;
1069;Manuela;Gimenez;1161090153;manuela.z@gmail.com
1070;Toribio;Banco;1153936378;toribio.o@outlook.com
1071;Teresa;Oliva;3511761445;teresa.oliva@gmail.com
1072;Simon;Tamanini;;s.tamanini@yahoo.com
1073;Joaquin;Chayguin;1160564289;joaquin.n@gmail.com
1074;Maria del Carmen;Soto;3517396088;maria del carmen.o@hotmail.com
1075;Maria del Pilar;Goldman;;maria del pilar.goldman@hotmail.com
1076;Maria Luisa;Gordillo;3411583517;maria luisa.o@broker.com
1077;Valerio;Multipazzo;3812282474;v.multipazzo@broker.com
1078;Alberto;Ross;3888957270;
1079;Secundino;Olivares;2609626827;s.olivares@yahoo.com
1080;Bernardo;Alvarez;3819623245;bernardo.z@hotmail.com
1081;Susana;Campos;3889177687;susana.campos@outlook.com
1082;Casiano;Barrientos;2603866568;
1083;Ambrosio;Arias;1148238642;a.arias@gmail.com
1084;Sergio;Strazzolini;3884863139;sergio.strazzolini@yahoo.com
1085;Mireia;Rojas;3887558643;m.rojas@outlook.com
1086;Maria Elena;Pamapa;;maria elena.pamapa@gmail.com
1087;Siro;Morel;;siro.morel@broker.com
1088;Inocencio;Vaca;3511548536;inocencio.a@broker.com
1089;Isidro;Guzman;1142877075;isidro.n@outlook.com
1090;Belen;Rufail;3815525255;belen.rufail@outlook.com
1091;Hugo;Martin;;h.martin@hotmail.com
1092;Damian;Moreno;3413444083;damian.o@yahoo.com
1093;Pilar;Ferigo;1185129240;pilar.o@hotmail.com
1094;Juana;Garcia;3871363272;juana.a@broker.com
1095;Maria de los angeles;Barriga;;maria de los angeles.barriga@broker.com
1096;Adriana;Dominguez;1136030161;adriana.dominguez@yahoo.com
1097;Prospero;Liendo;3889911345;p.liendo@yahoo.com
1098;Lucia;Vega;3887180240;
1099;Lorenzo;Depetris;;lorenzo.depetris@outlook.com
1100;Marta;Lizarraga;3419550895;marta.lizarraga@hotmail.com
1101;Maria del Pilar;Cortez;3513363752;m.cortez@broker.com
1102;Valerio;Martinez;;valerio.z@gmail.com
1103;Pablo;Garcia;3515200088;pablo.garcia@hotmail.com
1104;Remedios;Azcurra;;
1105;Milagros;Cisneros;3519869452;milagros.cisneros@broker.com
1106;Bonifacio;Yniiguez;3877663696;bonifacio.yniiguez@hotmail.com
1107;Hipolito;Cast;1175081643;
1108;Arnulfo;Aguero;3514081887;a.aguero@yahoo.com
1109;Teodoro;Bialet;3819475456;t.bialet@yahoo.com
1110;Teresa;Fernandez;3411727626;t.fernandez@hotmail.com
1111;Mercedes;Cara;3884075233;m.cara@hotmail.com
1112;Margarita;Delgado;1146337236;margarita.delgado@broker.com
1113;Alberico;Villarruel;2602912381;alberico.villarruel@gmail.com
1114;Gerardo;Martinotti;3419856354;gerardo.martinotti@hotmail.com
1115;Beltran;Rojas;3873136444;b.rojas@gmail.com
1116;Bernabe;Cejas;1188133470;b.cejas@broker.com
1117;Simon;Navarro;2605290618;s.navarro@hotmail.com
1118;Baldomero;Yud;2609063875;
1119;Eulogio;Maldonado;3519940436;
1120;Celia;Franciosi;3884148547;
1121;Carlos;Andreani;3887688280;carlos.i@broker.com
1122;Concepcion;Rosendo;2601685538;c.rosendo@yahoo.com
1123;Martires;Zenarola;2602087937;martires.zenarola@outlook.com
1124;Tomas;Navarro;;
1125;Salustiano;Vaira;3414774135;salustiano.vaira@broker.com
1126;Elvira;Bertoglio;3888617284;elvira.o@outlook.com
1127;Andres;Constancio;3882260531;a.constancio@yahoo.com
1128;Elvira;Diaz;3515171694;elvira.diaz@hotmail.com
1129;Martires;Ferreyra;3873818976;m.ferreyra@gmail.com
1130;Beatriz;Carrasco;;b.carrasco@broker.com
1131;Abundio;Fernandez;3874376674;abundio.z@broker.com
1132;Juan;Masias;3815520841;juan.masias@broker.com
1133;Hugo;Melica;2608303519;hugo.melica@yahoo.com
1134;Alberico;Salas;3879422852;alberico.s@yahoo.com
1135;Arsenio;Gomez;2606487445;arsenio.gomez@outlook.com
1136;angel;Valsagna;2604748798;a.valsagna@outlook.com
1137;Clemente;Martin;3816929559;clemente.martin@yahoo.com
1138;Ramon;Sosa;3814793274;r.sosa@broker.com
1139;Toribio;Perez;2609987275;
1140;Cayetano;Sirimarco;3518834043;cayetano.o@broker.com
1141;Enrique;Casado;;enrique.o@gmail.com
1142;Joaquin;Rivadero;3415993573;joaquin.rivadero@hotmail.com
1143;Sergio;Gilbert;3518408152;
1144;Ruperto;Martin;3517154189;r.martin@broker.com
1145;Bernabe;Mola;3884288071;bernabe.mola@hotmail.com
1146;Celia;Barrionuevo;3819271163;celia.o@broker.com
1147;Sebastian;Ortega;3519578022;sebastian.a@hotmail.com
1148;Benedicto;Coria;3414326184;
1149;Gemma;Arellano;3419386921;gemma.o@hotmail.com
1150;Maria del Pilar;Ellese;3888718562;maria del pilar.ellese@outlook.com
1151;Salvador;Caceres;1169974773;salvador.caceres@outlook.com
1152;Julia;Pedernera;2604397451;j.pedernera@outlook.com
1153;Alejandra;Pacciaroni;3819435560;a.pacciaroni@outlook.com
1154;Gemma;Pacciaroni;3873936973;
1155;Maria del Valle;Schiavi;;m.schiavi@outlook.com
1156;Anacleto;Nievas;3414024584;anacleto.s@hotmail.com
1157;Maria de la Concepcion;Rodriguez;1120087932;
1158;Rosalio;Melano;;
1159;Josefa;Herrera;3513647672;josefa.herrera@gmail.com
1160;Lidia;Perren;3812349111;lidia.n@broker.com
1161;Rosendo;Rivero;1197423550;r.rivero@gmail.com
1162;Elvira;Villegas;1134396793;elvira.villegas@outlook.com
1163;Antonia;Raga;3811780601;
1164;Manuela;Lallana;3418823502;m.lallana@broker.com
1165;Enrique;Marquez;1161536248;enrique.z@broker.com
1166;Esperanza;Arcondo;3886976862;esperanza.arcondo@gmail.com
1167;Nazario;Mesa;3415225768;n.mesa@hotmail.com
1168;Herminio;Ferrando;3817826543;herminio.o@broker.com
1169;Josefina;Rubiolo;3885621029;josefina.rubiolo@gmail.com
1170;Lorena;Altenburger;;lorena.altenburger@hotmail.com
1171;Felipe;Zurbriggen;2603441653;felipe.zurbriggen@outlook.com
1172;Elvira;Rizzotti;3881829459;elvira.i@broker.com
1173;Eulalio;Brombin;3889910832;eulalio.n@yahoo.com
1174;Florencio;Caceres;1133287449;florencio.caceres@broker.com
1175;Maria;Brizuela;3873511511;maria.a@gmail.com
1176;Zacarias;Martellono;;z.martellono@broker.com
1177;Elena;Martinez;1124446912;elena.z@yahoo.com
1178;Pedro;Carrizo;3883439431;pedro.carrizo@broker.com
1179;Gemma;Ledo;2607071054;g.ledo@outlook.com
1180;Faustino;Falletti;3874216247;faustino.falletti@broker.com
1181;Maria;Urban;1160139260;maria.n@hotmail.com
1182;Bruno;Labiuk;;bruno.k@outlook.com
1183;Higinio;Ghezan;;
1184;Nestor;Pizarro;3817711086;nestor.o@gmail.com
1185;Vicente;Zento;1115948256;vicente.o@broker.com
1186;Isaias;Luna;3886756490;isaias.a@outlook.com
1187;David;Mercado;3815971698;david.mercado@outlook.com
1188;Maria del Rosario;Aguirre;3877285257;maria del rosario.e@broker.com
1189;Francisco;Castro;3416307093;
1190;Juan;Darcusia;3513685169;j.darcusia@yahoo.com
1191;Inigo;Carrasco;3814244597;iniigo.o@broker.com
1192;Benedicto;Lopez;3514022100;benedicto.lopez@gmail.com
1193;Roberto;Gonzalez;2609037077;
1194;Pio;Diaz;3512052182;pio.z@yahoo.com
1195;Juana;Juncadella;2602970362;juana.juncadella@outlook.com
1196;Gonzalo;Cattaneo;3512108299;gonzalo.cattaneo@broker.com
1197;Rafael;Turello;3819734906;rafael.turello@yahoo.com
1198;Alberico;Tuzinkieviez;3817953753;alberico.tuzinkieviez@hotmail.com
1199;Prudencio;Rolon;3875390864;p.rolon@yahoo.com
1200;Cesar;Cardozo;;
1201;Hector;Servera;3875968742;
1202;Damian;Leones;3872727916;d.leones@gmail.com
1203;Noelia;Gallardo;3813785756;n.gallardo@hotmail.com
1204;Braulio;Urdampilleta;3818066437;b.urdampilleta@outlook.com
1205;Prospero;Galizia;3415504055;prospero.galizia@broker.com
1206;Eva;Marquez;3818764151;eva.z@gmail.com
1207;Amparo;Integral;3511542598;amparo.integral@outlook.com
1208;Claudio;Teknix;3417994363;c.teknix@yahoo.com
1209;Jose;Seery;3415170485;jose.y@outlook.com
1210;Alejandra;Salazar;;a.salazar@outlook.com
1211;Arturo;Aimone;3883489017;a.aimone@gmail.com
1212;Isaac;Alvarez;1119200779;
1213;Samuel;Vilchez;;samuel.vilchez@outlook.com
1214;Vicenta;Ibarra;3412994439;v.ibarra@outlook.com
1215;Urbano;Neise;3413895530;urbano.e@outlook.com
1216;Nuria;Rivadeneira;3415946598;nuria.rivadeneira@yahoo.com
1217;Fortunato;Zarate;1164027435;fortunato.zarate@yahoo.com
1218;Noelia;Hernandez;3519982486;n.hernandez@gmail.com
1219;Policarpo;Gomez;1196041279;
1220;Maria Isabel;Mansilla;3871954806;maria isabel.mansilla@outlook.com
1221;Emilio;Rojas;2602743236;emilio.s@broker.com
1222;Diego;Gonzalez;3883561768;diego.z@yahoo.com
1223;Belen;Gasparini;3815083401;belen.i@hotmail.com
1224;Torcuato;Palacios;3875069420;t.palacios@broker.com
1225;Alipio;Peralta;3885253035;alipio.a@gmail.com
1226;David;Tapia;3886868056;david.a@outlook.com
1227;Salustiano;Salas;3883041629;salustiano.salas@gmail.com
1228;Fabian;Blado;3884650568;fabian.blado@gmail.com
1229;Saturnino;Ferreyra;2603381572;
1230;Maria Dolores;Agazzani;2604420319;maria dolores.i@yahoo.com
1231;Jenaro;Molina;3517055100;jenaro.a@outlook.com
1232;Eulogio;Gioria;3882027631;eulogio.gioria@broker.com
